country,year,value,variable,GCM,SRES,iso
Lithuania,2010,7102.59895,HDD,CCSM3x,A2,ltu
Croatia,2010,4785.935952,HDD,CCSM3x,A2,hrv
Togo,2010,0.177625428,HDD,CCSM3x,A2,tgo
Costa Rica,2010,27.93096664,HDD,CCSM3x,A2,cri
Denmark,2010,968.6064607,HDD,CCSM3x,A2,dnk
Dominican Republic,2010,10.47757136,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,2010,5741.639293,HDD,CCSM3x,A2,bih
Slovakia,2010,6333.726826,HDD,CCSM3x,A2,svk
Estonia,2010,7389.148145,HDD,CCSM3x,A2,est
Solomon Is.,2010,0.133959297,HDD,CCSM3x,A2,slb
Switzerland,2010,6608.442376,HDD,CCSM3x,A2,che
Taiwan,2010,1183.763697,HDD,CCSM3x,A2,twn
Bhutan,2010,4590.581171,HDD,CCSM3x,A2,btn
Netherlands,2010,4569.09948,HDD,CCSM3x,A2,nld
Guinea-Bissau,2010,0.011077432,HDD,CCSM3x,A2,gnb
Moldova,2010,5697.16065,HDD,CCSM3x,A2,mda
Haiti,2010,0,HDD,CCSM3x,A2,hti
Belgium,2010,5068.03535,HDD,CCSM3x,A2,bel
Lesotho,2010,4029.340048,HDD,CCSM3x,A2,lso
Albania,2010,3980.368802,HDD,CCSM3x,A2,alb
Fiji,2010,0.587452358,HDD,CCSM3x,A2,fji
Armenia,2010,7034.400026,HDD,CCSM3x,A2,arm
The Bahamas,2010,15.30747015,HDD,CCSM3x,A2,bhs
Equatorial Guinea,2010,1.73554738,HDD,CCSM3x,A2,gnq
Burundi,2010,34.14770353,HDD,CCSM3x,A2,bdi
Belize,2010,1.034489224,HDD,CCSM3x,A2,blz
Macedonia,2010,5351.56799,HDD,CCSM3x,A2,mkd
Rwanda,2010,153.2929597,HDD,CCSM3x,A2,rwa
New Caledonia,2010,56.79945143,HDD,CCSM3x,A2,ncl
Djibouti,2010,0.212782968,HDD,CCSM3x,A2,dji
Israel,2010,1161.333136,HDD,CCSM3x,A2,isr
El Salvador,2010,0.590916846,HDD,CCSM3x,A2,slv
Slovenia,2010,5577.924896,HDD,CCSM3x,A2,svn
Vanuatu,2010,0.323358469,HDD,CCSM3x,A2,vut
French Polynesia,2010,0,HDD,CCSM3x,A2,pyf
Kuwait,2010,700.269813,HDD,CCSM3x,A2,kwt
Swaziland,2010,452.8124759,HDD,CCSM3x,A2,swz
Timor-Leste,2010,0.564720263,HDD,CCSM3x,A2,tls
Jamaica,2010,0.538559473,HDD,CCSM3x,A2,jam
Qatar,2010,178.1955972,HDD,CCSM3x,A2,qat
The Gambia,2010,0.069205382,HDD,CCSM3x,A2,gmb
Cyprus,2010,1560.804104,HDD,CCSM3x,A2,cyp
Lebanon,2010,2437.428087,HDD,CCSM3x,A2,lbn
Puerto Rico,2010,0,HDD,CCSM3x,A2,pri
Cape Verde,2010,4.008667282,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,2010,0,HDD,CCSM3x,A2,tto
Brunei,2010,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,2010,1384.985334,HDD,CCSM3x,A2,pse
Samoa,2010,0,HDD,CCSM3x,A2,wsm
Guadeloupe,2010,0,HDD,CCSM3x,A2,glp
Reunion,2010,0,HDD,CCSM3x,A2,reu
Comoros,2010,0.151494397,HDD,CCSM3x,A2,com
Luxembourg,2010,5660.505622,HDD,CCSM3x,A2,lux
Hong Kong,2010,0,HDD,CCSM3x,A2,hkg
Singapore,2010,0,HDD,CCSM3x,A2,sgp
Western Sahara,2010,185.3208197,HDD,CCSM3x,A2,esh
Russia,2011,8861.255502,HDD,CCSM3x,A2,rus
Canada,2011,7660.208931,HDD,CCSM3x,A2,can
United States,2011,4067.628769,HDD,CCSM3x,A2,usa
China,2011,4029.274573,HDD,CCSM3x,A2,chn
Brazil,2011,247.5364495,HDD,CCSM3x,A2,bra
Australia,2011,1841.134246,HDD,CCSM3x,A2,aus
India,2011,279.5764261,HDD,CCSM3x,A2,ind
Argentina,2011,1887.385009,HDD,CCSM3x,A2,arg
Kazakhstan,2011,7943.147096,HDD,CCSM3x,A2,kaz
Sudan,2011,12.91969817,HDD,CCSM3x,A2,sdn
Algeria,2011,2062.778271,HDD,CCSM3x,A2,dza
Congo DRC,2011,56.9862869,HDD,CCSM3x,A2,cod
Indonesia,2011,0.280354974,HDD,CCSM3x,A2,idn
Mexico,2011,1159.471767,HDD,CCSM3x,A2,mex
Saudi Arabia,2011,307.0425699,HDD,CCSM3x,A2,sau
Libya,2011,1014.114116,HDD,CCSM3x,A2,lby
Iran,2011,3815.798131,HDD,CCSM3x,A2,irn
Mongolia,2011,12373.72065,HDD,CCSM3x,A2,mng
Peru,2011,2353.409242,HDD,CCSM3x,A2,per
Chad,2011,5.932118456,HDD,CCSM3x,A2,tcd
Angola,2011,75.41949734,HDD,CCSM3x,A2,ago
Mali,2011,1.355868994,HDD,CCSM3x,A2,mli
South Africa,2011,1286.507938,HDD,CCSM3x,A2,zaf
Niger,2011,7.764462762,HDD,CCSM3x,A2,ner
Colombia,2011,805.7798465,HDD,CCSM3x,A2,col
Ethiopia,2011,453.7874945,HDD,CCSM3x,A2,eth
Bolivia,2011,3078.955978,HDD,CCSM3x,A2,bol
Mauritania,2011,4.399931811,HDD,CCSM3x,A2,mrt
Egypt,2011,775.2878157,HDD,CCSM3x,A2,egy
Venezuela,2011,6.552100336,HDD,CCSM3x,A2,ven
Nigeria,2011,1.066081654,HDD,CCSM3x,A2,nga
Tanzania,2011,40.30426323,HDD,CCSM3x,A2,tza
Namibia,2011,519.4714564,HDD,CCSM3x,A2,nam
Chile,2011,4723.324197,HDD,CCSM3x,A2,chl
Pakistan,2011,951.8488797,HDD,CCSM3x,A2,pak
Turkey,2011,3364.220049,HDD,CCSM3x,A2,tur
Mozambique,2011,28.88764049,HDD,CCSM3x,A2,moz
Zambia,2011,174.0005918,HDD,CCSM3x,A2,zmb
Myanmar,2011,73.26843963,HDD,CCSM3x,A2,mmr
Morocco,2011,1692.886838,HDD,CCSM3x,A2,mar
Somalia,2011,2.85577623,HDD,CCSM3x,A2,som
Afghanistan,2011,5064.044565,HDD,CCSM3x,A2,afg
Central African Republic,2011,1.293218839,HDD,CCSM3x,A2,caf
Madagascar,2011,310.3452489,HDD,CCSM3x,A2,mdg
Ukraine,2011,6414.649935,HDD,CCSM3x,A2,ukr
Kenya,2011,311.2424841,HDD,CCSM3x,A2,ken
Botswana,2011,516.8883354,HDD,CCSM3x,A2,bwa
France,2011,4463.19997,HDD,CCSM3x,A2,fra
Thailand,2011,10.43939867,HDD,CCSM3x,A2,tha
Spain,2011,3187.629826,HDD,CCSM3x,A2,esp
Papua New Guinea,2011,0.869683097,HDD,CCSM3x,A2,png
Turkmenistan,2011,3862.15701,HDD,CCSM3x,A2,tkm
Cameroon,2011,1.957006415,HDD,CCSM3x,A2,cmr
Sweden,2011,4608.215349,HDD,CCSM3x,A2,swe
Iraq,2011,1346.895399,HDD,CCSM3x,A2,irq
Yemen,2011,568.6613322,HDD,CCSM3x,A2,yem
Uzbekistan,2011,4279.693755,HDD,CCSM3x,A2,uzb
Japan,2011,4007.815144,HDD,CCSM3x,A2,jpn
Paraguay,2011,351.8028213,HDD,CCSM3x,A2,pry
Zimbabwe,2011,461.8928232,HDD,CCSM3x,A2,zwe
Philippines,2011,1.659097577,HDD,CCSM3x,A2,phl
Germany,2011,5561.184262,HDD,CCSM3x,A2,deu
Norway,2011,7650.40395,HDD,CCSM3x,A2,nor
Malaysia,2011,0.442188582,HDD,CCSM3x,A2,mys
Finland,2011,8400.112131,HDD,CCSM3x,A2,fin
Congo,2011,0.146747182,HDD,CCSM3x,A2,cog
Vietnam,2011,157.8239153,HDD,CCSM3x,A2,vnm
Cote dIvoire,2011,0.727632545,HDD,CCSM3x,A2,civ
Oman,2011,77.16755333,HDD,CCSM3x,A2,omn
Italy,2011,3987.192068,HDD,CCSM3x,A2,ita
Poland,2011,6254.078047,HDD,CCSM3x,A2,pol
New Zealand,2011,2768.95357,HDD,CCSM3x,A2,nzl
Burkina Faso,2011,0.360790271,HDD,CCSM3x,A2,bfa
United Kingdom,2011,5320.283286,HDD,CCSM3x,A2,gbr
Gabon,2011,1.053482219,HDD,CCSM3x,A2,gab
Ecuador,2011,1145.769134,HDD,CCSM3x,A2,ecu
Guinea,2011,0.069432343,HDD,CCSM3x,A2,gin
Ghana,2011,0.571394836,HDD,CCSM3x,A2,gha
Romania,2011,5518.007137,HDD,CCSM3x,A2,rom
Laos,2011,134.6214327,HDD,CCSM3x,A2,lao
Uganda,2011,45.38692923,HDD,CCSM3x,A2,uga
Guyana,2011,0.271100877,HDD,CCSM3x,A2,guy
Belarus,2011,7183.445211,HDD,CCSM3x,A2,blr
Senegal,2011,0.118019725,HDD,CCSM3x,A2,sen
Kyrgyzstan,2011,8531.831596,HDD,CCSM3x,A2,kgz
Syria,2011,2394.614058,HDD,CCSM3x,A2,syr
Cambodia,2011,0.408446404,HDD,CCSM3x,A2,khm
Uruguay,2011,1645.707284,HDD,CCSM3x,A2,ury
Greece,2011,3038.546625,HDD,CCSM3x,A2,grc
Tunisia,2011,1560.194359,HDD,CCSM3x,A2,tun
Suriname,2011,0.010388315,HDD,CCSM3x,A2,sur
Nepal,2011,1666.677723,HDD,CCSM3x,A2,npl
Bangladesh,2011,40.92308122,HDD,CCSM3x,A2,bgd
Tajikistan,2011,5411.924575,HDD,CCSM3x,A2,tjk
Cuba,2011,9.711215662,HDD,CCSM3x,A2,cub
North Korea,2011,6843.914925,HDD,CCSM3x,A2,prk
Eritrea,2011,72.30532069,HDD,CCSM3x,A2,eri
Nicaragua,2011,1.913055602,HDD,CCSM3x,A2,nic
Honduras,2011,17.29494676,HDD,CCSM3x,A2,hnd
Benin,2011,0.041303273,HDD,CCSM3x,A2,ben
South Korea,2011,4798.850382,HDD,CCSM3x,A2,kor
Bulgaria,2011,5515.865893,HDD,CCSM3x,A2,bgr
Guatemala,2011,263.2766356,HDD,CCSM3x,A2,gtm
Iceland,2011,8616.02016,HDD,CCSM3x,A2,isl
Serbia and Montenegro,2011,5100.447101,HDD,CCSM3x,A2,mne
Malawi,2011,111.8774714,HDD,CCSM3x,A2,mwi
Liberia,2011,0.344503312,HDD,CCSM3x,A2,lbr
Portugal,2011,2105.754677,HDD,CCSM3x,A2,prt
Hungary,2011,5302.540354,HDD,CCSM3x,A2,hun
Jordan,2011,1746.994547,HDD,CCSM3x,A2,jor
Azerbaijan,2011,4504.481807,HDD,CCSM3x,A2,aze
Panama,2011,0.616634174,HDD,CCSM3x,A2,pan
French Guiana,2011,0.008656569,HDD,CCSM3x,A2,guf
Austria,2011,6188.397256,HDD,CCSM3x,A2,aut
United Arab Emirates,2011,123.8366708,HDD,CCSM3x,A2,are
Czech Republic,2011,6214.27044,HDD,CCSM3x,A2,cze
Ireland,2011,5349.856861,HDD,CCSM3x,A2,irl
Sierra Leone,2011,0.258255001,HDD,CCSM3x,A2,sle
Sri Lanka,2011,0.116967744,HDD,CCSM3x,A2,lka
Georgia,2011,5619.511874,HDD,CCSM3x,A2,geo
Latvia,2011,7252.0874,HDD,CCSM3x,A2,lva
Lithuania,2011,7081.833872,HDD,CCSM3x,A2,ltu
Croatia,2011,4770.377992,HDD,CCSM3x,A2,hrv
Togo,2011,0.179572446,HDD,CCSM3x,A2,tgo
Costa Rica,2011,27.39538405,HDD,CCSM3x,A2,cri
Denmark,2011,965.5860616,HDD,CCSM3x,A2,dnk
Dominican Republic,2011,10.37135298,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,2011,5722.508515,HDD,CCSM3x,A2,bih
Slovakia,2011,6315.997902,HDD,CCSM3x,A2,svk
Estonia,2011,7365.768848,HDD,CCSM3x,A2,est
Solomon Is.,2011,0.127067914,HDD,CCSM3x,A2,slb
Switzerland,2011,6590.397511,HDD,CCSM3x,A2,che
Taiwan,2011,1178.263826,HDD,CCSM3x,A2,twn
Bhutan,2011,4571.51307,HDD,CCSM3x,A2,btn
Netherlands,2011,4553.511667,HDD,CCSM3x,A2,nld
Guinea-Bissau,2011,0.009544734,HDD,CCSM3x,A2,gnb
Moldova,2011,5686.026335,HDD,CCSM3x,A2,mda
Haiti,2011,0,HDD,CCSM3x,A2,hti
Belgium,2011,5051.934264,HDD,CCSM3x,A2,bel
Lesotho,2011,4013.504301,HDD,CCSM3x,A2,lso
Albania,2011,3966.849217,HDD,CCSM3x,A2,alb
Fiji,2011,0.581255101,HDD,CCSM3x,A2,fji
Armenia,2011,7016.278726,HDD,CCSM3x,A2,arm
The Bahamas,2011,15.03998239,HDD,CCSM3x,A2,bhs
Equatorial Guinea,2011,1.737203566,HDD,CCSM3x,A2,gnq
Burundi,2011,33.02983629,HDD,CCSM3x,A2,bdi
Belize,2011,0.934384772,HDD,CCSM3x,A2,blz
Macedonia,2011,5335.44568,HDD,CCSM3x,A2,mkd
Rwanda,2011,150.0950399,HDD,CCSM3x,A2,rwa
New Caledonia,2011,55.61223417,HDD,CCSM3x,A2,ncl
Djibouti,2011,0.199498259,HDD,CCSM3x,A2,dji
Israel,2011,1154.235964,HDD,CCSM3x,A2,isr
El Salvador,2011,0.582085434,HDD,CCSM3x,A2,slv
Slovenia,2011,5560.420258,HDD,CCSM3x,A2,svn
Vanuatu,2011,0.314187874,HDD,CCSM3x,A2,vut
French Polynesia,2011,0,HDD,CCSM3x,A2,pyf
Kuwait,2011,694.8898261,HDD,CCSM3x,A2,kwt
Swaziland,2011,448.0717103,HDD,CCSM3x,A2,swz
Timor-Leste,2011,0.533259463,HDD,CCSM3x,A2,tls
Jamaica,2011,0.521698548,HDD,CCSM3x,A2,jam
Qatar,2011,177.4737131,HDD,CCSM3x,A2,qat
The Gambia,2011,0.067555996,HDD,CCSM3x,A2,gmb
Cyprus,2011,1553.685285,HDD,CCSM3x,A2,cyp
Lebanon,2011,2427.313805,HDD,CCSM3x,A2,lbn
Puerto Rico,2011,0,HDD,CCSM3x,A2,pri
Cape Verde,2011,4.085792496,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,2011,0,HDD,CCSM3x,A2,tto
Brunei,2011,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,2011,1377.677783,HDD,CCSM3x,A2,pse
Samoa,2011,0,HDD,CCSM3x,A2,wsm
Guadeloupe,2011,0,HDD,CCSM3x,A2,glp
Reunion,2011,0,HDD,CCSM3x,A2,reu
Comoros,2011,0.146621835,HDD,CCSM3x,A2,com
Luxembourg,2011,5645.20037,HDD,CCSM3x,A2,lux
Hong Kong,2011,0,HDD,CCSM3x,A2,hkg
Singapore,2011,0,HDD,CCSM3x,A2,sgp
Western Sahara,2011,183.2718062,HDD,CCSM3x,A2,esh
Russia,2012,8840.779976,HDD,CCSM3x,A2,rus
Canada,2012,7636.270038,HDD,CCSM3x,A2,can
United States,2012,4051.420715,HDD,CCSM3x,A2,usa
China,2012,4016.790937,HDD,CCSM3x,A2,chn
Brazil,2012,245.5964765,HDD,CCSM3x,A2,bra
Australia,2012,1831.88451,HDD,CCSM3x,A2,aus
India,2012,277.3005611,HDD,CCSM3x,A2,ind
Argentina,2012,1880.785489,HDD,CCSM3x,A2,arg
Kazakhstan,2012,7924.575206,HDD,CCSM3x,A2,kaz
Sudan,2012,12.76985019,HDD,CCSM3x,A2,sdn
Algeria,2012,2050.176746,HDD,CCSM3x,A2,dza
Congo DRC,2012,56.07386691,HDD,CCSM3x,A2,cod
Indonesia,2012,0.289150222,HDD,CCSM3x,A2,idn
Mexico,2012,1149.074173,HDD,CCSM3x,A2,mex
Saudi Arabia,2012,303.4479769,HDD,CCSM3x,A2,sau
Libya,2012,1006.618649,HDD,CCSM3x,A2,lby
Iran,2012,3803.494576,HDD,CCSM3x,A2,irn
Mongolia,2012,12349.11252,HDD,CCSM3x,A2,mng
Peru,2012,2342.368217,HDD,CCSM3x,A2,per
Chad,2012,5.884406399,HDD,CCSM3x,A2,tcd
Angola,2012,74.13511429,HDD,CCSM3x,A2,ago
Mali,2012,1.341319766,HDD,CCSM3x,A2,mli
South Africa,2012,1278.021594,HDD,CCSM3x,A2,zaf
Niger,2012,7.68951139,HDD,CCSM3x,A2,ner
Colombia,2012,798.6129913,HDD,CCSM3x,A2,col
Ethiopia,2012,446.6762592,HDD,CCSM3x,A2,eth
Bolivia,2012,3063.974831,HDD,CCSM3x,A2,bol
Mauritania,2012,4.309999576,HDD,CCSM3x,A2,mrt
Egypt,2012,769.7009993,HDD,CCSM3x,A2,egy
Venezuela,2012,6.433035355,HDD,CCSM3x,A2,ven
Nigeria,2012,1.055200686,HDD,CCSM3x,A2,nga
Tanzania,2012,39.42515621,HDD,CCSM3x,A2,tza
Namibia,2012,513.2282492,HDD,CCSM3x,A2,nam
Chile,2012,4705.714647,HDD,CCSM3x,A2,chl
Pakistan,2012,944.754895,HDD,CCSM3x,A2,pak
Turkey,2012,3353.909672,HDD,CCSM3x,A2,tur
Mozambique,2012,28.26719738,HDD,CCSM3x,A2,moz
Zambia,2012,171.3524053,HDD,CCSM3x,A2,zmb
Myanmar,2012,72.48013136,HDD,CCSM3x,A2,mmr
Morocco,2012,1680.092113,HDD,CCSM3x,A2,mar
Somalia,2012,2.765556755,HDD,CCSM3x,A2,som
Afghanistan,2012,5045.00524,HDD,CCSM3x,A2,afg
Central African Republic,2012,1.302036298,HDD,CCSM3x,A2,caf
Madagascar,2012,306.4032781,HDD,CCSM3x,A2,mdg
Ukraine,2012,6401.059355,HDD,CCSM3x,A2,ukr
Kenya,2012,307.1671963,HDD,CCSM3x,A2,ken
Botswana,2012,511.1548677,HDD,CCSM3x,A2,bwa
France,2012,4448.043991,HDD,CCSM3x,A2,fra
Thailand,2012,10.27312801,HDD,CCSM3x,A2,tha
Spain,2012,3174.245222,HDD,CCSM3x,A2,esp
Papua New Guinea,2012,0.834610066,HDD,CCSM3x,A2,png
Turkmenistan,2012,3851.564436,HDD,CCSM3x,A2,tkm
Cameroon,2012,1.924727719,HDD,CCSM3x,A2,cmr
Sweden,2012,4592.493105,HDD,CCSM3x,A2,swe
Iraq,2012,1339.283184,HDD,CCSM3x,A2,irq
Yemen,2012,562.8317319,HDD,CCSM3x,A2,yem
Uzbekistan,2012,4266.941366,HDD,CCSM3x,A2,uzb
Japan,2012,3993.83626,HDD,CCSM3x,A2,jpn
Paraguay,2012,347.5028023,HDD,CCSM3x,A2,pry
Zimbabwe,2012,456.4358347,HDD,CCSM3x,A2,zwe
Philippines,2012,1.702558619,HDD,CCSM3x,A2,phl
Germany,2012,5544.449833,HDD,CCSM3x,A2,deu
Norway,2012,7623.083811,HDD,CCSM3x,A2,nor
Malaysia,2012,0.454899201,HDD,CCSM3x,A2,mys
Finland,2012,8371.931234,HDD,CCSM3x,A2,fin
Congo,2012,0.149675971,HDD,CCSM3x,A2,cog
Vietnam,2012,156.544317,HDD,CCSM3x,A2,vnm
Cote dIvoire,2012,0.745550122,HDD,CCSM3x,A2,civ
Oman,2012,75.83840216,HDD,CCSM3x,A2,omn
Italy,2012,3973.046432,HDD,CCSM3x,A2,ita
Poland,2012,6236.229565,HDD,CCSM3x,A2,pol
New Zealand,2012,2756.650244,HDD,CCSM3x,A2,nzl
Burkina Faso,2012,0.364974352,HDD,CCSM3x,A2,bfa
United Kingdom,2012,5301.323431,HDD,CCSM3x,A2,gbr
Gabon,2012,1.057381554,HDD,CCSM3x,A2,gab
Ecuador,2012,1139.91961,HDD,CCSM3x,A2,ecu
Guinea,2012,0.068420119,HDD,CCSM3x,A2,gin
Ghana,2012,0.581020873,HDD,CCSM3x,A2,gha
Romania,2012,5503.774456,HDD,CCSM3x,A2,rom
Laos,2012,133.4301568,HDD,CCSM3x,A2,lao
Uganda,2012,44.69230034,HDD,CCSM3x,A2,uga
Guyana,2012,0.280267229,HDD,CCSM3x,A2,guy
Belarus,2012,7165.510309,HDD,CCSM3x,A2,blr
Senegal,2012,0.109228025,HDD,CCSM3x,A2,sen
Kyrgyzstan,2012,8510.886652,HDD,CCSM3x,A2,kgz
Syria,2012,2384.804576,HDD,CCSM3x,A2,syr
Cambodia,2012,0.403396837,HDD,CCSM3x,A2,khm
Uruguay,2012,1637.875492,HDD,CCSM3x,A2,ury
Greece,2012,3026.982944,HDD,CCSM3x,A2,grc
Tunisia,2012,1552.376814,HDD,CCSM3x,A2,tun
Suriname,2012,0.010709678,HDD,CCSM3x,A2,sur
Nepal,2012,1656.018865,HDD,CCSM3x,A2,npl
Bangladesh,2012,40.0609951,HDD,CCSM3x,A2,bgd
Tajikistan,2012,5393.887896,HDD,CCSM3x,A2,tjk
Cuba,2012,9.537268379,HDD,CCSM3x,A2,cub
North Korea,2012,6826.152663,HDD,CCSM3x,A2,prk
Eritrea,2012,71.11127591,HDD,CCSM3x,A2,eri
Nicaragua,2012,1.901791987,HDD,CCSM3x,A2,nic
Honduras,2012,16.94370508,HDD,CCSM3x,A2,hnd
Benin,2012,0.041577696,HDD,CCSM3x,A2,ben
South Korea,2012,4783.879534,HDD,CCSM3x,A2,kor
Bulgaria,2012,5499.929134,HDD,CCSM3x,A2,bgr
Guatemala,2012,260.1671209,HDD,CCSM3x,A2,gtm
Iceland,2012,8581.239548,HDD,CCSM3x,A2,isl
Serbia and Montenegro,2012,5084.387531,HDD,CCSM3x,A2,mne
Malawi,2012,109.8844541,HDD,CCSM3x,A2,mwi
Liberia,2012,0.35083774,HDD,CCSM3x,A2,lbr
Portugal,2012,2095.979692,HDD,CCSM3x,A2,prt
Hungary,2012,5286.444574,HDD,CCSM3x,A2,hun
