country,year,value,variable,GCM,SRES,iso
United Arab Emirates,1977,93.85000836,HDD,CCSM3x,A2,are
Czech Republic,1977,6722.837538,HDD,CCSM3x,A2,cze
Ireland,1977,5865.723973,HDD,CCSM3x,A2,irl
Sierra Leone,1977,0.280817819,HDD,CCSM3x,A2,sle
Sri Lanka,1977,0,HDD,CCSM3x,A2,lka
Georgia,1977,6003.806875,HDD,CCSM3x,A2,geo
Latvia,1977,7950.7672,HDD,CCSM3x,A2,lva
Lithuania,1977,7735.424053,HDD,CCSM3x,A2,ltu
Croatia,1977,5222.565892,HDD,CCSM3x,A2,hrv
Togo,1977,0.027363061,HDD,CCSM3x,A2,tgo
Costa Rica,1977,43.54891072,HDD,CCSM3x,A2,cri
Denmark,1977,1059.259921,HDD,CCSM3x,A2,dnk
Dominican Republic,1977,16.12906245,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1977,6218.461554,HDD,CCSM3x,A2,bih
Slovakia,1977,6822.261735,HDD,CCSM3x,A2,svk
Estonia,1977,8127.758577,HDD,CCSM3x,A2,est
Solomon Is.,1977,0.35597241,HDD,CCSM3x,A2,slb
Switzerland,1977,7126.803241,HDD,CCSM3x,A2,che
Taiwan,1977,1318.667796,HDD,CCSM3x,A2,twn
Bhutan,1977,5092.783869,HDD,CCSM3x,A2,btn
Netherlands,1977,5037.573973,HDD,CCSM3x,A2,nld
Guinea-Bissau,1977,0.059506866,HDD,CCSM3x,A2,gnb
Moldova,1977,6002.503989,HDD,CCSM3x,A2,mda
Haiti,1977,0,HDD,CCSM3x,A2,hti
Belgium,1977,5542.314604,HDD,CCSM3x,A2,bel
Lesotho,1977,4406.080511,HDD,CCSM3x,A2,lso
Albania,1977,4308.092233,HDD,CCSM3x,A2,alb
Fiji,1977,1.030294474,HDD,CCSM3x,A2,fji
Armenia,1977,7513.883689,HDD,CCSM3x,A2,arm
The Bahamas,1977,23.60975396,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1977,0.660617879,HDD,CCSM3x,A2,gnq
Burundi,1977,76.35257933,HDD,CCSM3x,A2,bdi
Belize,1977,4.758685915,HDD,CCSM3x,A2,blz
Macedonia,1977,5766.415401,HDD,CCSM3x,A2,mkd
Rwanda,1977,264.5542001,HDD,CCSM3x,A2,rwa
New Caledonia,1977,91.00949936,HDD,CCSM3x,A2,ncl
Djibouti,1977,0.552854816,HDD,CCSM3x,A2,dji
Israel,1977,1330.842383,HDD,CCSM3x,A2,isr
El Salvador,1977,0.846949938,HDD,CCSM3x,A2,slv
Slovenia,1977,6059.153647,HDD,CCSM3x,A2,svn
Vanuatu,1977,0.779276759,HDD,CCSM3x,A2,vut
French Polynesia,1977,0,HDD,CCSM3x,A2,pyf
Kuwait,1977,823.3630023,HDD,CCSM3x,A2,kwt
Swaziland,1977,587.1411761,HDD,CCSM3x,A2,swz
Timor-Leste,1977,1.885253302,HDD,CCSM3x,A2,tls
Jamaica,1977,0.790639888,HDD,CCSM3x,A2,jam
Qatar,1977,182.1725206,HDD,CCSM3x,A2,qat
The Gambia,1977,0.075764323,HDD,CCSM3x,A2,gmb
Cyprus,1977,1707.95315,HDD,CCSM3x,A2,cyp
Lebanon,1977,2663.422366,HDD,CCSM3x,A2,lbn
Puerto Rico,1977,2.74618e-4,HDD,CCSM3x,A2,pri
Cape Verde,1977,1.430730556,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1977,0,HDD,CCSM3x,A2,tto
Brunei,1977,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1977,1568.504792,HDD,CCSM3x,A2,pse
Samoa,1977,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1977,0.439576562,HDD,CCSM3x,A2,glp
Reunion,1977,0,HDD,CCSM3x,A2,reu
Comoros,1977,0.202847401,HDD,CCSM3x,A2,com
Luxembourg,1977,6101.822506,HDD,CCSM3x,A2,lux
Hong Kong,1977,0,HDD,CCSM3x,A2,hkg
Singapore,1977,0,HDD,CCSM3x,A2,sgp
Western Sahara,1977,249.8333229,HDD,CCSM3x,A2,esh
Russia,1978,9498.007494,HDD,CCSM3x,A2,rus
Canada,1978,8358.871259,HDD,CCSM3x,A2,can
United States,1978,4505.074636,HDD,CCSM3x,A2,usa
China,1978,4383.281899,HDD,CCSM3x,A2,chn
Brazil,1978,307.0470999,HDD,CCSM3x,A2,bra
Australia,1978,2105.671681,HDD,CCSM3x,A2,aus
India,1978,341.0451975,HDD,CCSM3x,A2,ind
Argentina,1978,2100.170397,HDD,CCSM3x,A2,arg
Kazakhstan,1978,8562.498048,HDD,CCSM3x,A2,kaz
Sudan,1978,16.65626602,HDD,CCSM3x,A2,sdn
Algeria,1978,2412.363622,HDD,CCSM3x,A2,dza
Congo DRC,1978,85.56401556,HDD,CCSM3x,A2,cod
Indonesia,1978,0,HDD,CCSM3x,A2,idn
Mexico,1978,1412.947135,HDD,CCSM3x,A2,mex
Saudi Arabia,1978,389.0032922,HDD,CCSM3x,A2,sau
Libya,1978,1223.700927,HDD,CCSM3x,A2,lby
Iran,1978,4151.488492,HDD,CCSM3x,A2,irn
Mongolia,1978,13196.88168,HDD,CCSM3x,A2,mng
Peru,1978,2684.207197,HDD,CCSM3x,A2,per
Chad,1978,7.129195212,HDD,CCSM3x,A2,tcd
Angola,1978,110.3909026,HDD,CCSM3x,A2,ago
Mali,1978,1.736439746,HDD,CCSM3x,A2,mli
South Africa,1978,1501.910034,HDD,CCSM3x,A2,zaf
Niger,1978,8.746280829,HDD,CCSM3x,A2,ner
Colombia,1978,998.8243902,HDD,CCSM3x,A2,col
Ethiopia,1978,653.7314502,HDD,CCSM3x,A2,eth
Bolivia,1978,3461.129072,HDD,CCSM3x,A2,bol
Mauritania,1978,7.362859906,HDD,CCSM3x,A2,mrt
Egypt,1978,909.8846434,HDD,CCSM3x,A2,egy
Venezuela,1978,10.91805451,HDD,CCSM3x,A2,ven
Nigeria,1978,1.022445321,HDD,CCSM3x,A2,nga
Tanzania,1978,65.71431122,HDD,CCSM3x,A2,tza
Namibia,1978,694.4223147,HDD,CCSM3x,A2,nam
Chile,1978,5195.564408,HDD,CCSM3x,A2,chl
Pakistan,1978,1149.118958,HDD,CCSM3x,A2,pak
Turkey,1978,3614.476746,HDD,CCSM3x,A2,tur
Mozambique,1978,45.37100841,HDD,CCSM3x,A2,moz
Zambia,1978,239.4263103,HDD,CCSM3x,A2,zmb
Myanmar,1978,94.32606821,HDD,CCSM3x,A2,mmr
Morocco,1978,2042.140364,HDD,CCSM3x,A2,mar
Somalia,1978,5.072116295,HDD,CCSM3x,A2,som
Afghanistan,1978,5590.74745,HDD,CCSM3x,A2,afg
Central African Republic,1978,0.392681721,HDD,CCSM3x,A2,caf
Madagascar,1978,418.6673528,HDD,CCSM3x,A2,mdg
Ukraine,1978,6789.909949,HDD,CCSM3x,A2,ukr
Kenya,1978,425.3743045,HDD,CCSM3x,A2,ken
Botswana,1978,668.3263331,HDD,CCSM3x,A2,bwa
France,1978,4900.355565,HDD,CCSM3x,A2,fra
Thailand,1978,14.14632049,HDD,CCSM3x,A2,tha
Spain,1978,3574.732686,HDD,CCSM3x,A2,esp
Papua New Guinea,1978,1.774463991,HDD,CCSM3x,A2,png
Turkmenistan,1978,4226.149904,HDD,CCSM3x,A2,tkm
Cameroon,1978,2.161281907,HDD,CCSM3x,A2,cmr
Sweden,1978,5092.384433,HDD,CCSM3x,A2,swe
Iraq,1978,1531.996916,HDD,CCSM3x,A2,irq
Yemen,1978,719.5209908,HDD,CCSM3x,A2,yem
Uzbekistan,1978,4696.562505,HDD,CCSM3x,A2,uzb
Japan,1978,4397.301118,HDD,CCSM3x,A2,jpn
Paraguay,1978,459.552973,HDD,CCSM3x,A2,pry
Zimbabwe,1978,589.2443267,HDD,CCSM3x,A2,zwe
Philippines,1978,0.236393974,HDD,CCSM3x,A2,phl
Germany,1978,6050.840454,HDD,CCSM3x,A2,deu
Norway,1978,8512.556713,HDD,CCSM3x,A2,nor
Malaysia,1978,0,HDD,CCSM3x,A2,mys
Finland,1978,9274.184075,HDD,CCSM3x,A2,fin
Congo,1978,0,HDD,CCSM3x,A2,cog
Vietnam,1978,184.7011837,HDD,CCSM3x,A2,vnm
Cote dIvoire,1978,0.002683121,HDD,CCSM3x,A2,civ
Oman,1978,111.5334625,HDD,CCSM3x,A2,omn
Italy,1978,4379.011088,HDD,CCSM3x,A2,ita
Poland,1978,6759.77051,HDD,CCSM3x,A2,pol
New Zealand,1978,3090.86581,HDD,CCSM3x,A2,nzl
Burkina Faso,1978,0.050303021,HDD,CCSM3x,A2,bfa
United Kingdom,1978,5883.741048,HDD,CCSM3x,A2,gbr
Gabon,1978,0.312521694,HDD,CCSM3x,A2,gab
Ecuador,1978,1301.841804,HDD,CCSM3x,A2,ecu
Guinea,1978,0.086917634,HDD,CCSM3x,A2,gin
Ghana,1978,0,HDD,CCSM3x,A2,gha
Romania,1978,5856.476657,HDD,CCSM3x,A2,rom
Laos,1978,163.934845,HDD,CCSM3x,A2,lao
Uganda,1978,66.89875216,HDD,CCSM3x,A2,uga
Guyana,1978,0,HDD,CCSM3x,A2,guy
Belarus,1978,7753.221601,HDD,CCSM3x,A2,blr
Senegal,1978,0.439941219,HDD,CCSM3x,A2,sen
Kyrgyzstan,1978,9191.073256,HDD,CCSM3x,A2,kgz
Syria,1978,2630.610753,HDD,CCSM3x,A2,syr
Cambodia,1978,0.338446126,HDD,CCSM3x,A2,khm
Uruguay,1978,1861.617024,HDD,CCSM3x,A2,ury
Greece,1978,3313.605791,HDD,CCSM3x,A2,grc
Tunisia,1978,1813.524694,HDD,CCSM3x,A2,tun
Suriname,1978,0,HDD,CCSM3x,A2,sur
Nepal,1978,1951.934822,HDD,CCSM3x,A2,npl
Bangladesh,1978,65.90560676,HDD,CCSM3x,A2,bgd
Tajikistan,1978,5935.381912,HDD,CCSM3x,A2,tjk
Cuba,1978,15.28407143,HDD,CCSM3x,A2,cub
North Korea,1978,7394.450109,HDD,CCSM3x,A2,prk
Eritrea,1978,107.360294,HDD,CCSM3x,A2,eri
Nicaragua,1978,2.07194266,HDD,CCSM3x,A2,nic
Honduras,1978,28.95495658,HDD,CCSM3x,A2,hnd
Benin,1978,0.010722766,HDD,CCSM3x,A2,ben
South Korea,1978,5235.050972,HDD,CCSM3x,A2,kor
Bulgaria,1978,5923.72971,HDD,CCSM3x,A2,bgr
Guatemala,1978,350.7549037,HDD,CCSM3x,A2,gtm
Iceland,1978,9624.672659,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1978,5517.004198,HDD,CCSM3x,A2,mne
Malawi,1978,161.3261226,HDD,CCSM3x,A2,mwi
Liberia,1978,0,HDD,CCSM3x,A2,lbr
Portugal,1978,2383.661977,HDD,CCSM3x,A2,prt
Hungary,1978,5734.275186,HDD,CCSM3x,A2,hun
Jordan,1978,1941.541483,HDD,CCSM3x,A2,jor
Azerbaijan,1978,4860.208491,HDD,CCSM3x,A2,aze
Panama,1978,0.764379745,HDD,CCSM3x,A2,pan
French Guiana,1978,0,HDD,CCSM3x,A2,guf
Austria,1978,6698.865916,HDD,CCSM3x,A2,aut
United Arab Emirates,1978,95.05228355,HDD,CCSM3x,A2,are
Czech Republic,1978,6712.06397,HDD,CCSM3x,A2,cze
Ireland,1978,5855.908402,HDD,CCSM3x,A2,irl
Sierra Leone,1978,0.288682548,HDD,CCSM3x,A2,sle
Sri Lanka,1978,0,HDD,CCSM3x,A2,lka
Georgia,1978,5996.345402,HDD,CCSM3x,A2,geo
Latvia,1978,7931.860964,HDD,CCSM3x,A2,lva
Lithuania,1978,7720.719979,HDD,CCSM3x,A2,ltu
Croatia,1978,5213.249841,HDD,CCSM3x,A2,hrv
Togo,1978,0.032464776,HDD,CCSM3x,A2,tgo
Costa Rica,1978,43.23851581,HDD,CCSM3x,A2,cri
Denmark,1978,1057.389015,HDD,CCSM3x,A2,dnk
Dominican Republic,1978,15.81568882,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1978,6211.878122,HDD,CCSM3x,A2,bih
Slovakia,1978,6811.844491,HDD,CCSM3x,A2,svk
Estonia,1978,8110.105245,HDD,CCSM3x,A2,est
Solomon Is.,1978,0.351561827,HDD,CCSM3x,A2,slb
Switzerland,1978,7114.877983,HDD,CCSM3x,A2,che
Taiwan,1978,1316.284605,HDD,CCSM3x,A2,twn
Bhutan,1978,5084.783603,HDD,CCSM3x,A2,btn
Netherlands,1978,5027.370413,HDD,CCSM3x,A2,nld
Guinea-Bissau,1978,0.058953422,HDD,CCSM3x,A2,gnb
Moldova,1978,5994.058805,HDD,CCSM3x,A2,mda
Haiti,1978,0,HDD,CCSM3x,A2,hti
Belgium,1978,5531.658175,HDD,CCSM3x,A2,bel
Lesotho,1978,4398.842018,HDD,CCSM3x,A2,lso
Albania,1978,4303.329444,HDD,CCSM3x,A2,alb
Fiji,1978,0.999116471,HDD,CCSM3x,A2,fji
Armenia,1978,7504.707576,HDD,CCSM3x,A2,arm
The Bahamas,1978,23.43812017,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1978,0.713375388,HDD,CCSM3x,A2,gnq
Burundi,1978,75.08016017,HDD,CCSM3x,A2,bdi
Belize,1978,4.695312245,HDD,CCSM3x,A2,blz
Macedonia,1978,5759.149996,HDD,CCSM3x,A2,mkd
Rwanda,1978,261.247426,HDD,CCSM3x,A2,rwa
New Caledonia,1978,90.46730456,HDD,CCSM3x,A2,ncl
Djibouti,1978,0.552046057,HDD,CCSM3x,A2,dji
Israel,1978,1328.755039,HDD,CCSM3x,A2,isr
El Salvador,1978,0.838714385,HDD,CCSM3x,A2,slv
Slovenia,1978,6049.275159,HDD,CCSM3x,A2,svn
Vanuatu,1978,0.757590385,HDD,CCSM3x,A2,vut
French Polynesia,1978,0,HDD,CCSM3x,A2,pyf
Kuwait,1978,821.4508583,HDD,CCSM3x,A2,kwt
Swaziland,1978,583.7550487,HDD,CCSM3x,A2,swz
Timor-Leste,1978,1.843782958,HDD,CCSM3x,A2,tls
Jamaica,1978,0.798240133,HDD,CCSM3x,A2,jam
Qatar,1978,182.3788076,HDD,CCSM3x,A2,qat
The Gambia,1978,0.077626007,HDD,CCSM3x,A2,gmb
Cyprus,1978,1707.902224,HDD,CCSM3x,A2,cyp
Lebanon,1978,2661.409044,HDD,CCSM3x,A2,lbn
Puerto Rico,1978,2.62732e-4,HDD,CCSM3x,A2,pri
Cape Verde,1978,1.502708208,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1978,0,HDD,CCSM3x,A2,tto
Brunei,1978,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1978,1565.34784,HDD,CCSM3x,A2,pse
Samoa,1978,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1978,0.409789837,HDD,CCSM3x,A2,glp
Reunion,1978,0,HDD,CCSM3x,A2,reu
Comoros,1978,0.20701965,HDD,CCSM3x,A2,com
Luxembourg,1978,6091.736737,HDD,CCSM3x,A2,lux
Hong Kong,1978,0,HDD,CCSM3x,A2,hkg
Singapore,1978,0,HDD,CCSM3x,A2,sgp
Western Sahara,1978,247.7061378,HDD,CCSM3x,A2,esh
Russia,1979,9480.933015,HDD,CCSM3x,A2,rus
Canada,1979,8344.577268,HDD,CCSM3x,A2,can
United States,1979,4497.308201,HDD,CCSM3x,A2,usa
China,1979,4375.264916,HDD,CCSM3x,A2,chn
Brazil,1979,305.1578639,HDD,CCSM3x,A2,bra
Australia,1979,2099.001616,HDD,CCSM3x,A2,aus
India,1979,339.9827404,HDD,CCSM3x,A2,ind
Argentina,1979,2094.004654,HDD,CCSM3x,A2,arg
Kazakhstan,1979,8543.676309,HDD,CCSM3x,A2,kaz
Sudan,1979,16.55782763,HDD,CCSM3x,A2,sdn
Algeria,1979,2405.844888,HDD,CCSM3x,A2,dza
Congo DRC,1979,84.81396948,HDD,CCSM3x,A2,cod
Indonesia,1979,0,HDD,CCSM3x,A2,idn
Mexico,1979,1408.311382,HDD,CCSM3x,A2,mex
Saudi Arabia,1979,388.0116565,HDD,CCSM3x,A2,sau
Libya,1979,1219.585725,HDD,CCSM3x,A2,lby
Iran,1979,4144.063424,HDD,CCSM3x,A2,irn
Mongolia,1979,13172.21663,HDD,CCSM3x,A2,mng
Peru,1979,2674.534718,HDD,CCSM3x,A2,per
Chad,1979,7.101288833,HDD,CCSM3x,A2,tcd
Angola,1979,109.7640118,HDD,CCSM3x,A2,ago
Mali,1979,1.724256039,HDD,CCSM3x,A2,mli
South Africa,1979,1497.146597,HDD,CCSM3x,A2,zaf
Niger,1979,8.759284775,HDD,CCSM3x,A2,ner
Colombia,1979,995.1934312,HDD,CCSM3x,A2,col
Ethiopia,1979,650.1000351,HDD,CCSM3x,A2,eth
Bolivia,1979,3453.582096,HDD,CCSM3x,A2,bol
Mauritania,1979,7.273736803,HDD,CCSM3x,A2,mrt
Egypt,1979,907.9700487,HDD,CCSM3x,A2,egy
Venezuela,1979,10.77870471,HDD,CCSM3x,A2,ven
Nigeria,1979,1.037629814,HDD,CCSM3x,A2,nga
Tanzania,1979,65.26449928,HDD,CCSM3x,A2,tza
Namibia,1979,690.5608757,HDD,CCSM3x,A2,nam
Chile,1979,5189.248421,HDD,CCSM3x,A2,chl
Pakistan,1979,1145.093984,HDD,CCSM3x,A2,pak
Turkey,1979,3610.606146,HDD,CCSM3x,A2,tur
Mozambique,1979,45.13173688,HDD,CCSM3x,A2,moz
Zambia,1979,238.3909086,HDD,CCSM3x,A2,zmb
Myanmar,1979,93.88975314,HDD,CCSM3x,A2,mmr
Morocco,1979,2035.56872,HDD,CCSM3x,A2,mar
Somalia,1979,5.054088664,HDD,CCSM3x,A2,som
Afghanistan,1979,5579.150291,HDD,CCSM3x,A2,afg
Central African Republic,1979,0.426807072,HDD,CCSM3x,A2,caf
Madagascar,1979,416.4860599,HDD,CCSM3x,A2,mdg
Ukraine,1979,6780.301844,HDD,CCSM3x,A2,ukr
Kenya,1979,423.3900737,HDD,CCSM3x,A2,ken
Botswana,1979,665.1181443,HDD,CCSM3x,A2,bwa
France,1979,4891.003181,HDD,CCSM3x,A2,fra
Thailand,1979,14.08512606,HDD,CCSM3x,A2,tha
Spain,1979,3565.855564,HDD,CCSM3x,A2,esp
Papua New Guinea,1979,1.767418501,HDD,CCSM3x,A2,png
Turkmenistan,1979,4214.384765,HDD,CCSM3x,A2,tkm
Cameroon,1979,2.187286935,HDD,CCSM3x,A2,cmr
Sweden,1979,5082.008967,HDD,CCSM3x,A2,swe
Iraq,1979,1528.782233,HDD,CCSM3x,A2,irq
Yemen,1979,716.7660599,HDD,CCSM3x,A2,yem
Uzbekistan,1979,4683.49476,HDD,CCSM3x,A2,uzb
Japan,1979,4389.496812,HDD,CCSM3x,A2,jpn
Paraguay,1979,458.5427558,HDD,CCSM3x,A2,pry
Zimbabwe,1979,587.7504603,HDD,CCSM3x,A2,zwe
Philippines,1979,0.258258225,HDD,CCSM3x,A2,phl
Germany,1979,6040.250068,HDD,CCSM3x,A2,deu
Norway,1979,8494.560631,HDD,CCSM3x,A2,nor
Malaysia,1979,0,HDD,CCSM3x,A2,mys
Finland,1979,9255.185723,HDD,CCSM3x,A2,fin
Congo,1979,0,HDD,CCSM3x,A2,cog
Vietnam,1979,184.4792476,HDD,CCSM3x,A2,vnm
Cote dIvoire,1979,0.020061049,HDD,CCSM3x,A2,civ
Oman,1979,111.050293,HDD,CCSM3x,A2,omn
Italy,1979,4371.166274,HDD,CCSM3x,A2,ita
Poland,1979,6748.79964,HDD,CCSM3x,A2,pol
New Zealand,1979,3085.37078,HDD,CCSM3x,A2,nzl
Burkina Faso,1979,0.05945305,HDD,CCSM3x,A2,bfa
United Kingdom,1979,5871.808707,HDD,CCSM3x,A2,gbr
Gabon,1979,0.344236046,HDD,CCSM3x,A2,gab
Ecuador,1979,1298.758512,HDD,CCSM3x,A2,ecu
Guinea,1979,0.087592134,HDD,CCSM3x,A2,gin
Ghana,1979,9.43245e-4,HDD,CCSM3x,A2,gha
Romania,1979,5851.034102,HDD,CCSM3x,A2,rom
Laos,1979,163.2188843,HDD,CCSM3x,A2,lao
Uganda,1979,66.33296383,HDD,CCSM3x,A2,uga
Guyana,1979,0,HDD,CCSM3x,A2,guy
Belarus,1979,7737.578103,HDD,CCSM3x,A2,blr
Senegal,1979,0.432539124,HDD,CCSM3x,A2,sen
Kyrgyzstan,1979,9171.806122,HDD,CCSM3x,A2,kgz
Syria,1979,2627.402307,HDD,CCSM3x,A2,syr
Cambodia,1979,0.346641557,HDD,CCSM3x,A2,khm
Uruguay,1979,1857.622714,HDD,CCSM3x,A2,ury
Greece,1979,3310.373703,HDD,CCSM3x,A2,grc
Tunisia,1979,1805.90237,HDD,CCSM3x,A2,tun
Suriname,1979,0,HDD,CCSM3x,A2,sur
Nepal,1979,1947.568108,HDD,CCSM3x,A2,npl
Bangladesh,1979,65.36589994,HDD,CCSM3x,A2,bgd
Tajikistan,1979,5922.1661,HDD,CCSM3x,A2,tjk
Cuba,1979,15.17208083,HDD,CCSM3x,A2,cub
North Korea,1979,7379.7785,HDD,CCSM3x,A2,prk
Eritrea,1979,106.3930933,HDD,CCSM3x,A2,eri
Nicaragua,1979,2.059142983,HDD,CCSM3x,A2,nic
Honduras,1979,28.60588907,HDD,CCSM3x,A2,hnd
Benin,1979,0.011923143,HDD,CCSM3x,A2,ben
South Korea,1979,5225.540038,HDD,CCSM3x,A2,kor
Bulgaria,1979,5916.53525,HDD,CCSM3x,A2,bgr
Guatemala,1979,348.454762,HDD,CCSM3x,A2,gtm
Iceland,1979,9608.039638,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1979,5509.91338,HDD,CCSM3x,A2,mne
Malawi,1979,160.7073183,HDD,CCSM3x,A2,mwi
Liberia,1979,0.001309295,HDD,CCSM3x,A2,lbr
Portugal,1979,2377.573891,HDD,CCSM3x,A2,prt
Hungary,1979,5725.850682,HDD,CCSM3x,A2,hun
Jordan,1979,1939.244848,HDD,CCSM3x,A2,jor
Azerbaijan,1979,4852.246158,HDD,CCSM3x,A2,aze
Panama,1979,0.765608624,HDD,CCSM3x,A2,pan
French Guiana,1979,0,HDD,CCSM3x,A2,guf
Austria,1979,6687.478488,HDD,CCSM3x,A2,aut
United Arab Emirates,1979,96.26536789,HDD,CCSM3x,A2,are
Czech Republic,1979,6700.916243,HDD,CCSM3x,A2,cze
Ireland,1979,5845.52999,HDD,CCSM3x,A2,irl
Sierra Leone,1979,0.295830218,HDD,CCSM3x,A2,sle
Sri Lanka,1979,0,HDD,CCSM3x,A2,lka
Georgia,1979,5988.568118,HDD,CCSM3x,A2,geo
Latvia,1979,7912.714162,HDD,CCSM3x,A2,lva
Lithuania,1979,7705.51971,HDD,CCSM3x,A2,ltu
Croatia,1979,5203.567627,HDD,CCSM3x,A2,hrv
Togo,1979,0.037679444,HDD,CCSM3x,A2,tgo
Costa Rica,1979,42.91076955,HDD,CCSM3x,A2,cri
Denmark,1979,1055.418795,HDD,CCSM3x,A2,dnk
Dominican Republic,1979,15.51697255,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1979,6204.562046,HDD,CCSM3x,A2,bih
Slovakia,1979,6801.03839,HDD,CCSM3x,A2,svk
Estonia,1979,8091.87819,HDD,CCSM3x,A2,est
Solomon Is.,1979,0.346854472,HDD,CCSM3x,A2,slb
Switzerland,1979,7102.600691,HDD,CCSM3x,A2,che
Taiwan,1979,1313.771814,HDD,CCSM3x,A2,twn
Bhutan,1979,5076.074978,HDD,CCSM3x,A2,btn
Netherlands,1979,5016.724053,HDD,CCSM3x,A2,nld
Guinea-Bissau,1979,0.058281592,HDD,CCSM3x,A2,gnb
Moldova,1979,5985.630652,HDD,CCSM3x,A2,mda
Haiti,1979,0,HDD,CCSM3x,A2,hti
Belgium,1979,5520.619101,HDD,CCSM3x,A2,bel
Lesotho,1979,4391.352081,HDD,CCSM3x,A2,lso
Albania,1979,4298.1204,HDD,CCSM3x,A2,alb
Fiji,1979,0.969839871,HDD,CCSM3x,A2,fji
Armenia,1979,7495.058914,HDD,CCSM3x,A2,arm
The Bahamas,1979,23.25692383,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1979,0.76564121,HDD,CCSM3x,A2,gnq
Burundi,1979,73.79604565,HDD,CCSM3x,A2,bdi
Belize,1979,4.624380358,HDD,CCSM3x,A2,blz
Macedonia,1979,5751.416351,HDD,CCSM3x,A2,mkd
Rwanda,1979,257.9212643,HDD,CCSM3x,A2,rwa
New Caledonia,1979,89.86938118,HDD,CCSM3x,A2,ncl
Djibouti,1979,0.550173902,HDD,CCSM3x,A2,dji
Israel,1979,1326.393593,HDD,CCSM3x,A2,isr
El Salvador,1979,0.830634217,HDD,CCSM3x,A2,slv
Slovenia,1979,6038.965391,HDD,CCSM3x,A2,svn
Vanuatu,1979,0.73666644,HDD,CCSM3x,A2,vut
French Polynesia,1979,0,HDD,CCSM3x,A2,pyf
Kuwait,1979,819.4116783,HDD,CCSM3x,A2,kwt
Swaziland,1979,580.3255934,HDD,CCSM3x,A2,swz
Timor-Leste,1979,1.801914957,HDD,CCSM3x,A2,tls
Jamaica,1979,0.804456113,HDD,CCSM3x,A2,jam
Qatar,1979,182.5836851,HDD,CCSM3x,A2,qat
The Gambia,1979,0.079314749,HDD,CCSM3x,A2,gmb
Cyprus,1979,1707.44281,HDD,CCSM3x,A2,cyp
Lebanon,1979,2658.972594,HDD,CCSM3x,A2,lbn
Puerto Rico,1979,2.49261e-4,HDD,CCSM3x,A2,pri
Cape Verde,1979,1.575351473,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1979,0,HDD,CCSM3x,A2,tto
Brunei,1979,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1979,1561.987947,HDD,CCSM3x,A2,pse
Samoa,1979,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1979,0.377328933,HDD,CCSM3x,A2,glp
Reunion,1979,0,HDD,CCSM3x,A2,reu
Comoros,1979,0.210658972,HDD,CCSM3x,A2,com
Luxembourg,1979,6081.338716,HDD,CCSM3x,A2,lux
Hong Kong,1979,0,HDD,CCSM3x,A2,hkg
Singapore,1979,0,HDD,CCSM3x,A2,sgp
Western Sahara,1979,245.6098458,HDD,CCSM3x,A2,esh
Russia,1980,9463.630911,HDD,CCSM3x,A2,rus
Canada,1980,8329.543347,HDD,CCSM3x,A2,can
United States,1980,4489.009132,HDD,CCSM3x,A2,usa
China,1980,4367.002299,HDD,CCSM3x,A2,chn
Brazil,1980,303.2900131,HDD,CCSM3x,A2,bra
Australia,1980,2092.233602,HDD,CCSM3x,A2,aus
India,1980,338.8416659,HDD,CCSM3x,A2,ind
Argentina,1980,2087.809222,HDD,CCSM3x,A2,arg
Kazakhstan,1980,8524.840025,HDD,CCSM3x,A2,kaz
Sudan,1980,16.46012187,HDD,CCSM3x,A2,sdn
Algeria,1980,2398.91774,HDD,CCSM3x,A2,dza
Congo DRC,1980,84.05196136,HDD,CCSM3x,A2,cod
Indonesia,1980,0,HDD,CCSM3x,A2,idn
Mexico,1980,1403.461353,HDD,CCSM3x,A2,mex
Saudi Arabia,1980,386.8989183,HDD,CCSM3x,A2,sau
Libya,1980,1215.248773,HDD,CCSM3x,A2,lby
Iran,1980,4136.419338,HDD,CCSM3x,A2,irn
Mongolia,1980,13147.47692,HDD,CCSM3x,A2,mng
Peru,1980,2664.882487,HDD,CCSM3x,A2,per
Chad,1980,7.073077641,HDD,CCSM3x,A2,tcd
Angola,1980,109.0951513,HDD,CCSM3x,A2,ago
Mali,1980,1.712387659,HDD,CCSM3x,A2,mli
South Africa,1980,1492.285435,HDD,CCSM3x,A2,zaf
Niger,1980,8.769785974,HDD,CCSM3x,A2,ner
